678,1360
680,1364
682,1368
684,1372
686,1376
688,1380
690,1384
692,1388
694,1392
696,1396
698,1400
700,1404
702,1408
704,1412
706,1416
708,1420
710,1424
712,1428
714,1432
716,1436
718,1440
720,1444
722,1448
724,1452
726,1456
728,1460
730,1464
732,1468
734,1472
736,1476
738,1480
740,1484
742,1488
744,1492
746,1496
748,1500
750,1504
752,1508
754,1512
756,1516
758,1520
760,1524
762,1528
764,1532
766,1536
768,1540
770,1544
772,1548
774,1552
776,1556
778,1560
780,1564
782,1568
784,1572
786,1576
788,2353
790,2355
792,2357
794,2359
796,2361
798,2363
800,2365
802,2367
804,2369
806,2371
808,2373
810,2375
812,2377
814,2379
816,2381
818,2383
820,2385
822,2387
824,2389
826,2391
828,2393
830,2395
832,2397
834,2399
836,2401
838,2403
840,2405
842,2407
844,2409
846,2411
848,2413
850,2415
852,2417
854,2419
856,2421
858,2423
860,2425
862,2427
864,2429
866,2431
868,2433
870,2435
872,2437
874,2439
876,2441
878,2443
880,2445
882,2447
884,2449
886,2451
888,2453
890,2455
892,2457
894,2459
896,2461
898,2463
900,2465
902,2467
904,2469
906,2471
908,2473
910,2475
912,2477
914,2479
916,2481
918,2483
920,2485
922,2487
924,2489
926,2491
928,2493
930,2495
932,2497
934,2499
936,2501
938,2503
940,2505
942,2507
944,2509
946,2511
948,2513
950,2515
952,2517
954,2519
956,2521
958,2523
960,2525
962,2527
964,2529
966,2531
968,2533
970,2535
972,2537
974,2539
976,2541
978,2543
980,2545
982,2547
984,2549
986,2551
988,2553
990,2555
992,2557
994,2559
996,2561
998,2563
1000,2565
1002,2567
1004,2569
1006,2571
1008,2573
1010,2575
1012,2577
1014,2579
1016,2581
1018,2583
1020,2585
1022,2587
1024,2589
1026,2591
1028,2593
1030,2595
1032,2597
1034,2599
1036,2601
1038,2603
1040,2605
1042,2607
1044,2609
1046,2611
1048,2613
1050,2615
1052,2617
1054,2619
1056,2621
1058,2623
1060,2625
1062,2627
1064,2629
1066,2631
1068,2633
1070,2635
1072,2637
1074,2639
1076,2641
1078,2643
1080,2645
1082,2647
1084,2649
1086,2651
1088,2653
1090,2655
1092,2657
1094,2659
1096,2661
1098,2663
1100,2665
1102,2667
1104,2669
1106,2671
1108,2673
1110,2675
1112,2677
1114,2679
1116,2681
1118,2683
1120,2685
1122,2687
1124,2689
1126,2691
1128,2693
1130,2695
1132,2697
1134,2699
1136,2701
1138,2703
1140,2705
1142,2707
1144,2709
1146,2711
1148,2713
1150,2715
1152,2717
1154,2719
1156,2721
1158,2723
1160,2725
1162,2727
1164,2729
1166,2731
1168,2733
1170,2735
1172,2737
1174,2739
1176,2741
1178,2743
1180,2745
1182,2747
1184,2749
1186,2751
1188,2753
1190,2755
1192,2757
1194,2759
1196,2761
1198,2763
1200,2765
1202,2767
1204,2769
1206,2771
1208,2773
1210,2775
1212,2777
1214,2779
1216,2781
1218,2783
1220,2785
1222,2787
1224,2789
1226,2791
1228,2793
1230,2795
1232,2797
1234,2799
1236,2801
1238,2803
1240,2805
1242,2807
1244,2809
1246,2811
1248,2813
1250,2815
1252,2817
1254,2819
1256,2821
1258,2823
1260,2825
1262,2827
1264,2829
1266,2831
1268,2833
1270,2835
1272,2837
1274,2839
1276,2841
1278,2843
1280,2845
1282,2847
1284,2849
1286,2851
1288,2853
1290,2855
1292,2857
1294,2859
1296,2861
1298,2863
1300,2865
1302,2867
1304,2869
1306,2871
1308,2873
1310,2875
1312,2877
1314,2879
1316,2881
1318,2883
1320,2885
1322,2887
1324,2889
1326,2891
1328,2893
1330,2895
1332,2897
1334,2899
1336,2901
1338,2903
1340,2905
1342,2907
1344,2909
1346,2911
1348,2913
1350,2915
1352,2917
1354,2919
1356,2921
1358,2923
1360,2925
1362,2927
1364,2929
1366,2931
1368,2933
1370,2935
1372,2937
1374,2939
1376,2941
1378,2943
1380,2945
1382,2947
1384,2949
1386,2951
1388,2953
1390,2955
1392,2957
1394,2959
1396,2961
1398,2963
1400,2965
1402,2967
1404,2969
1406,2971
1408,2973
1410,2975
1412,2977
1414,2979
1416,2981
1418,10
1420,20
1422,30
1424,40
1426,50
1428,60
1430,70
1432,80
1434,90
1436,100
1438,110
1440,120
1442,130
1444,140
1446,150
1448,160
1450,170
1452,180
1454,190
1456,200
1458,210
1460,220
1462,230
1464,240
1466,250
1468,260
1470,270
1472,280
1474,290
1476,300
1478,310
1480,320
1482,330
1484,340
1486,350
1488,360
1490,370
1492,380
1494,390
1496,400
1498,410
1500,420
1502,430
1504,440
1506,450
1508,460
1510,470
1512,480
1514,490
1516,500
1518,510
1520,520
1522,530
1524,540
1526,550
1528,560
1530,570
1532,580
1534,590
1536,600
1538,610
1540,620
1542,630
1544,640
1546,650
1548,660
1550,670
1552,680
1554,690
1556,700
1558,710
1560,720
1562,730
1564,740
1566,750
1568,760
1570,770
1572,780
1574,790
1576,800
1578,810
1580,820
1582,830
1584,840
1586,850
1588,860
1590,870
1592,880
1594,890
1596,900
1598,910
1600,920
1602,930
1604,940
1606,950
1608,960
1610,970
1612,980
1614,990
1616,1000
1618,1010
1620,1020
1622,1030
1624,1040
1626,1050
1628,1060
1630,1070
1632,1080
1634,1090
1636,1100
1638,1110
1640,1120
1642,1130
1644,1140
1646,1150
1648,1160
1650,1170
1652,1180
1654,1190
1656,1200
1658,1210
1660,1220
1662,1230
1664,1240
1666,1250
1668,1260
1670,1270
1672,1280
1674,1290
1676,1300
1678,1310
1680,1320
1682,1330
1684,1340
1686,1350
1688,1360
1690,1370
1692,1380
1694,1390
1696,1400
1698,1410
1700,1420
1702,1430
1704,1440
1706,1450
1708,1460
1710,1470
1712,1480
1714,1490
1716,1500
1718,1510
1720,1520
1722,1530
1724,1540
1726,1550
1728,1560
1730,1570
1732,1580
1734,1590
1736,1600
1738,1610
1740,1620
1742,1630
1744,1640
1746,1650
1748,1660
1750,1670
1752,1680
1754,1690
1756,1700
1758,1710
1760,1720
1762,1730
1764,1740
1766,1750
1768,1760
1770,1770
1772,1780
1774,1790
1776,1800
1778,1810
1780,1820
1782,1830
1784,1840
1786,1850
1788,1860
1790,1870
1792,1880
1794,1890
1796,1900
1798,1910
1800,1920
1802,1930
1804,1940
1806,1950
1808,1960
1810,1970
1812,1980
1814,1990
1816,2000
1818,2010
1820,2020
1822,2030
1824,2040
1826,2050
1828,2060
1830,2070
1832,2080
1834,2090
1836,2100
1838,2110
1840,2120
1842,2130
1844,2140
1846,2150
1848,2160
1850,2170
1852,2180
1854,2190
1856,2200
1858,2210
1860,2220
1862,2230
1864,2240
1866,2250
1868,2260
1870,2270
1872,2280
1874,2290
1876,2300
1878,2310
1880,2320
1882,2330
1884,2340
1886,2350
1888,2360
1890,2370
1892,2380
1894,2390
1896,2400
1898,2410
1900,2420
1902,2430
1904,2440
1906,2450
1908,2460
1910,2470
1912,2480
1914,2490
1916,2500
1918,2510
1920,2520
1922,2530
1924,2540
1926,2550
1928,2560
1930,2570
1932,2580
1934,2590
1936,2600
1938,2610
1940,2620
1942,2630
1944,2640
1946,2650
1948,2660
1950,2670
1952,2680
1954,2690
1956,2700
1958,2710
1960,2720
1962,2730
1964,2740
1966,2750
1968,2760
1970,2770
1972,2780
1974,2790
1976,2800
1978,2810
1980,2820
1982,2830
1984,2840
1986,2850
1988,2860
1990,2870
1992,2880
1994,2890
1996,2900
1998,2910
